sample_id,time_s,hold_id,u_cmd_v
1,0,1,4.073983032184436
2,0.01,1,4.073983032184436
3,0.02,1,4.073983032184436
4,0.03,1,4.073983032184436
5,0.04,1,4.073983032184436
6,0.05,1,4.073983032184436
7,0.06,1,4.073983032184436
8,0.07,1,4.073983032184436
9,0.08,1,4.073983032184436
10,0.09,1,4.073983032184436
11,0.1,1,4.073983032184436
12,0.11,1,4.073983032184436
13,0.12,1,4.073983032184436
14,0.13,1,4.073983032184436
15,0.14,1,4.073983032184436
16,0.15,1,4.073983032184436
17,0.16,1,4.073983032184436
18,0.17,1,4.073983032184436
19,0.18,1,4.073983032184436
20,0.19,1,4.073983032184436
21,0.2,1,4.073983032184436
22,0.21,1,4.073983032184436
23,0.22,1,4.073983032184436
24,0.23,1,4.073983032184436
25,0.24,1,4.073983032184436
26,0.25,1,4.073983032184436
27,0.26,1,4.073983032184436
28,0.27,1,4.073983032184436
29,0.28,1,4.073983032184436
30,0.29,1,4.073983032184436
31,0.3,1,4.073983032184436
32,0.31,1,4.073983032184436
33,0.32,1,4.073983032184436
34,0.33,1,4.073983032184436
35,0.34,1,4.073983032184436
36,0.35,1,4.073983032184436
37,0.36,1,4.073983032184436
38,0.37,1,4.073983032184436
39,0.38,1,4.073983032184436
40,0.39,1,4.073983032184436
41,0.4,1,4.073983032184436
42,0.41,1,4.073983032184436
43,0.42,1,4.073983032184436
44,0.43,1,4.073983032184436
45,0.44,1,4.073983032184436
46,0.45,1,4.073983032184436
47,0.46,1,4.073983032184436
48,0.47,1,4.073983032184436
49,0.48,1,4.073983032184436
50,0.49,1,4.073983032184436
51,0.5,1,4.073983032184436
52,0.51,1,4.073983032184436
53,0.52,1,4.073983032184436
54,0.53,1,4.073983032184436
55,0.54,1,4.073983032184436
56,0.55,1,4.073983032184436
57,0.56,1,4.073983032184436
58,0.57,1,4.073983032184436
59,0.58,1,4.073983032184436
60,0.59,1,4.073983032184436
61,0.6,1,4.073983032184436
62,0.61,1,4.073983032184436
63,0.62,1,4.073983032184436
64,0.63,1,4.073983032184436
65,0.64,1,4.073983032184436
66,0.65,1,4.073983032184436
67,0.66,1,4.073983032184436
68,0.67,1,4.073983032184436
69,0.68,1,4.073983032184436
70,0.69,1,4.073983032184436
71,0.7,1,4.073983032184436
72,0.71,1,4.073983032184436
73,0.72,1,4.073983032184436
74,0.73,1,4.073983032184436
75,0.74,1,4.073983032184436
76,0.75,1,4.073983032184436
77,0.76,1,4.073983032184436
78,0.77,1,4.073983032184436
79,0.78,1,4.073983032184436
80,0.79,1,4.073983032184436
81,0.8,1,4.073983032184436
82,0.81,1,4.073983032184436
83,0.82,1,4.073983032184436
84,0.83,1,4.073983032184436
85,0.84,1,4.073983032184436
86,0.85,1,4.073983032184436
87,0.86,1,4.073983032184436
88,0.87,1,4.073983032184436
89,0.88,1,4.073983032184436
90,0.89,1,4.073983032184436
91,0.9,1,4.073983032184436
92,0.91,1,4.073983032184436
93,0.92,1,4.073983032184436
94,0.93,1,4.073983032184436
95,0.94,1,4.073983032184436
96,0.95,1,4.073983032184436
97,0.96,1,4.073983032184436
98,0.97,1,4.073983032184436
99,0.98,1,4.073983032184436
100,0.99,1,4.073983032184436
101,1,1,4.073983032184436
102,1.01,1,4.073983032184436
103,1.02,1,4.073983032184436
104,1.03,1,4.073983032184436
105,1.04,1,4.073983032184436
106,1.05,1,4.073983032184436
107,1.06,1,4.073983032184436
108,1.0742,2,2.053244667330487
109,1.0842,2,2.053244667330487
110,1.0942,2,2.053244667330487
111,1.1042,2,2.053244667330487
112,1.1142,2,2.053244667330487
113,1.1242,2,2.053244667330487
114,1.1342,2,2.053244667330487
115,1.1442,2,2.053244667330487
116,1.1542000000000001,2,2.053244667330487
117,1.1642000000000001,2,2.053244667330487
118,1.1742000000000001,2,2.053244667330487
119,1.1842000000000001,2,2.053244667330487
120,1.1942,2,2.053244667330487
121,1.2042000000000002,2,2.053244667330487
122,1.2142,2,2.053244667330487
123,1.2242,2,2.053244667330487
124,1.2342,2,2.053244667330487
125,1.2442,2,2.053244667330487
126,1.2542,2,2.053244667330487
127,1.2642,2,2.053244667330487
128,1.2742,2,2.053244667330487
129,1.2842,2,2.053244667330487
130,1.2942,2,2.053244667330487
131,1.3042,2,2.053244667330487
132,1.3142,2,2.053244667330487
133,1.3242,2,2.053244667330487
134,1.3342,2,2.053244667330487
135,1.3442,2,2.053244667330487
136,1.3542,2,2.053244667330487
137,1.3642,2,2.053244667330487
138,1.3742,2,2.053244667330487
139,1.3842,2,2.053244667330487
140,1.3942,2,2.053244667330487
141,1.4042000000000001,2,2.053244667330487
142,1.4142000000000001,2,2.053244667330487
143,1.4242,2,2.053244667330487
144,1.4342000000000001,2,2.053244667330487
145,1.4442,2,2.053244667330487
146,1.4542000000000002,2,2.053244667330487
147,1.4642,2,2.053244667330487
148,1.4742000000000002,2,2.053244667330487
149,1.4842,2,2.053244667330487
150,1.4942,2,2.053244667330487
151,1.5042,2,2.053244667330487
152,1.5142,2,2.053244667330487
153,1.5242,2,2.053244667330487
154,1.5342,2,2.053244667330487
155,1.5442,2,2.053244667330487
156,1.5542,2,2.053244667330487
157,1.5642,2,2.053244667330487
158,1.5742,2,2.053244667330487
159,1.5842,2,2.053244667330487
160,1.5942,2,2.053244667330487
161,1.6042,2,2.053244667330487
162,1.6142,2,2.053244667330487
163,1.6242,2,2.053244667330487
164,1.6342,2,2.053244667330487
165,1.6442,2,2.053244667330487
166,1.6542,2,2.053244667330487
167,1.6642000000000001,2,2.053244667330487
168,1.6742,2,2.053244667330487
169,1.6842000000000001,2,2.053244667330487
170,1.6942,2,2.053244667330487
171,1.7042000000000002,2,2.053244667330487
172,1.7142,2,2.053244667330487
173,1.7242000000000002,2,2.053244667330487
174,1.7342,2,2.053244667330487
175,1.7442000000000002,2,2.053244667330487
176,1.7542,2,2.053244667330487
177,1.7642,2,2.053244667330487
178,1.7742,2,2.053244667330487
179,1.7842,2,2.053244667330487
180,1.7942,2,2.053244667330487
181,1.8042,2,2.053244667330487
182,1.8142,2,2.053244667330487
183,1.8242,2,2.053244667330487
184,1.8342,2,2.053244667330487
185,1.8442,2,2.053244667330487
186,1.8542,2,2.053244667330487
187,1.8642,2,2.053244667330487
188,1.8742,2,2.053244667330487
189,1.8842,2,2.053244667330487
190,1.8942,2,2.053244667330487
191,1.9042,2,2.053244667330487
192,1.9142000000000001,2,2.053244667330487
193,1.9242,2,2.053244667330487
194,1.9342000000000001,2,2.053244667330487
195,1.9442,2,2.053244667330487
196,1.9542000000000002,2,2.053244667330487
197,1.9642,2,2.053244667330487
198,1.9742000000000002,2,2.053244667330487
199,1.9842,2,2.053244667330487
200,1.9942000000000002,2,2.053244667330487
201,2.0042,2,2.053244667330487
202,2.0141999999999998,2,2.053244667330487
203,2.0242,2,2.053244667330487
204,2.0342000000000002,2,2.053244667330487
205,2.0442,2,2.053244667330487
206,2.0542,2,2.053244667330487
207,2.0642,2,2.053244667330487
208,2.0742000000000003,2,2.053244667330487
209,2.0842,2,2.053244667330487
210,2.0942,2,2.053244667330487
211,2.1042,2,2.053244667330487
212,2.1142000000000003,2,2.053244667330487
213,2.1242,2,2.053244667330487
214,2.1342,2,2.053244667330487
215,2.1484,3,1.538446448753164
216,2.1584,3,1.538446448753164
217,2.1684,3,1.538446448753164
218,2.1784,3,1.538446448753164
219,2.1884,3,1.538446448753164
220,2.1984,3,1.538446448753164
221,2.2084,3,1.538446448753164
222,2.2184,3,1.538446448753164
223,2.2284,3,1.538446448753164
224,2.2384,3,1.538446448753164
225,2.2484,3,1.538446448753164
226,2.2584,3,1.538446448753164
227,2.2684,3,1.538446448753164
228,2.2784,3,1.538446448753164
229,2.2884,3,1.538446448753164
230,2.2984,3,1.538446448753164
231,2.3084000000000002,3,1.538446448753164
232,2.3184,3,1.538446448753164
233,2.3284000000000002,3,1.538446448753164
234,2.3384,3,1.538446448753164
235,2.3484000000000003,3,1.538446448753164
236,2.3584,3,1.538446448753164
237,2.3684000000000003,3,1.538446448753164
238,2.3784,3,1.538446448753164
239,2.3884,3,1.538446448753164
240,2.3984,3,1.538446448753164
241,2.4084000000000003,3,1.538446448753164
242,2.4184,3,1.538446448753164
243,2.4284,3,1.538446448753164
244,2.4384,3,1.538446448753164
245,2.4484,3,1.538446448753164
246,2.4584,3,1.538446448753164
247,2.4684,3,1.538446448753164
248,2.4784,3,1.538446448753164
249,2.4884,3,1.538446448753164
250,2.4984,3,1.538446448753164
251,2.5084,3,1.538446448753164
252,2.5184,3,1.538446448753164
253,2.5284,3,1.538446448753164
254,2.5384,3,1.538446448753164
255,2.5484,3,1.538446448753164
256,2.5584000000000002,3,1.538446448753164
257,2.5684,3,1.538446448753164
258,2.5784000000000002,3,1.538446448753164
259,2.5884,3,1.538446448753164
260,2.5984000000000003,3,1.538446448753164
261,2.6084,3,1.538446448753164
262,2.6184000000000003,3,1.538446448753164
263,2.6284,3,1.538446448753164
264,2.6384,3,1.538446448753164
265,2.6484,3,1.538446448753164
266,2.6584000000000003,3,1.538446448753164
267,2.6684,3,1.538446448753164
268,2.6784,3,1.538446448753164
269,2.6884,3,1.538446448753164
270,2.6984000000000004,3,1.538446448753164
271,2.7084,3,1.538446448753164
272,2.7184,3,1.538446448753164
273,2.7284,3,1.538446448753164
274,2.7384,3,1.538446448753164
275,2.7484,3,1.538446448753164
276,2.7584,3,1.538446448753164
277,2.7684,3,1.538446448753164
278,2.7784,3,1.538446448753164
279,2.7884,3,1.538446448753164
280,2.7984,3,1.538446448753164
281,2.8084000000000002,3,1.538446448753164
282,2.8184,3,1.538446448753164
283,2.8284000000000002,3,1.538446448753164
284,2.8384,3,1.538446448753164
285,2.8484,3,1.538446448753164
286,2.8584,3,1.538446448753164
287,2.8684000000000003,3,1.538446448753164
288,2.8784,3,1.538446448753164
289,2.8884,3,1.538446448753164
290,2.8984,3,1.538446448753164
291,2.9084000000000003,3,1.538446448753164
292,2.9184,3,1.538446448753164
293,2.9284,3,1.538446448753164
294,2.9384,3,1.538446448753164
295,2.9484000000000004,3,1.538446448753164
296,2.9584,3,1.538446448753164
297,2.9684,3,1.538446448753164
298,2.9784,3,1.538446448753164
299,2.9884,3,1.538446448753164
300,2.9984,3,1.538446448753164
301,3.0084,3,1.538446448753164
302,3.0184,3,1.538446448753164
303,3.0284,3,1.538446448753164
304,3.0384,3,1.538446448753164
305,3.0484,3,1.538446448753164
306,3.0584000000000002,3,1.538446448753164
307,3.0684,3,1.538446448753164
308,3.0784000000000002,3,1.538446448753164
309,3.0884,3,1.538446448753164
310,3.0984,3,1.538446448753164
311,3.1084,3,1.538446448753164
312,3.1184000000000003,3,1.538446448753164
313,3.1284,3,1.538446448753164
314,3.1384,3,1.538446448753164
315,3.1484,3,1.538446448753164
316,3.1584000000000003,3,1.538446448753164
317,3.1684,3,1.538446448753164
318,3.1784,3,1.538446448753164
319,3.1884,3,1.538446448753164
320,3.1984000000000004,3,1.538446448753164
321,3.2084,3,1.538446448753164
322,3.2226,4,2.579728856684461
323,3.2325999999999997,4,2.579728856684461
324,3.2426,4,2.579728856684461
325,3.2525999999999997,4,2.579728856684461
326,3.2626,4,2.579728856684461
327,3.2725999999999997,4,2.579728856684461
328,3.2826,4,2.579728856684461
329,3.2925999999999997,4,2.579728856684461
330,3.3026,4,2.579728856684461
331,3.3125999999999998,4,2.579728856684461
332,3.3226,4,2.579728856684461
333,3.3326,4,2.579728856684461
334,3.3426,4,2.579728856684461
335,3.3526,4,2.579728856684461
336,3.3626,4,2.579728856684461
337,3.3726,4,2.579728856684461
338,3.3826,4,2.579728856684461
339,3.3926,4,2.579728856684461
340,3.4026,4,2.579728856684461
341,3.4126,4,2.579728856684461
342,3.4226,4,2.579728856684461
343,3.4326,4,2.579728856684461
344,3.4426,4,2.579728856684461
345,3.4526,4,2.579728856684461
346,3.4626,4,2.579728856684461
347,3.4726,4,2.579728856684461
348,3.4825999999999997,4,2.579728856684461
349,3.4926,4,2.579728856684461
350,3.5026,4,2.579728856684461
351,3.5126,4,2.579728856684461
352,3.5225999999999997,4,2.579728856684461
353,3.5326,4,2.579728856684461
354,3.5425999999999997,4,2.579728856684461
355,3.5526,4,2.579728856684461
356,3.5625999999999998,4,2.579728856684461
357,3.5726,4,2.579728856684461
358,3.5826,4,2.579728856684461
359,3.5926,4,2.579728856684461
360,3.6026,4,2.579728856684461
361,3.6126,4,2.579728856684461
362,3.6226,4,2.579728856684461
363,3.6326,4,2.579728856684461
364,3.6426,4,2.579728856684461
365,3.6526,4,2.579728856684461
366,3.6626,4,2.579728856684461
367,3.6726,4,2.579728856684461
368,3.6826,4,2.579728856684461
369,3.6925999999999997,4,2.579728856684461
370,3.7026,4,2.579728856684461
371,3.7126,4,2.579728856684461
372,3.7226,4,2.579728856684461
373,3.7325999999999997,4,2.579728856684461
374,3.7426,4,2.579728856684461
375,3.7526,4,2.579728856684461
376,3.7626,4,2.579728856684461
377,3.7725999999999997,4,2.579728856684461
378,3.7826,4,2.579728856684461
379,3.7925999999999997,4,2.579728856684461
380,3.8026,4,2.579728856684461
381,3.8125999999999998,4,2.579728856684461
382,3.8226,4,2.579728856684461
383,3.8326,4,2.579728856684461
384,3.8426,4,2.579728856684461
385,3.8526,4,2.579728856684461
386,3.8626,4,2.579728856684461
387,3.8726,4,2.579728856684461
388,3.8826,4,2.579728856684461
389,3.8926,4,2.579728856684461
390,3.9026,4,2.579728856684461
391,3.9126,4,2.579728856684461
392,3.9226,4,2.579728856684461
393,3.9326,4,2.579728856684461
394,3.9425999999999997,4,2.579728856684461
395,3.9526,4,2.579728856684461
396,3.9626,4,2.579728856684461
397,3.9726,4,2.579728856684461
398,3.9825999999999997,4,2.579728856684461
399,3.9926,4,2.579728856684461
400,4.0026,4,2.579728856684461
401,4.0126,4,2.579728856684461
402,4.0226,4,2.579728856684461
403,4.0326,4,2.579728856684461
404,4.0426,4,2.579728856684461
405,4.0526,4,2.579728856684461
406,4.0626,4,2.579728856684461
407,4.0725999999999996,4,2.579728856684461
408,4.0826,4,2.579728856684461
409,4.0926,4,2.579728856684461
410,4.1026,4,2.579728856684461
411,4.1126,4,2.579728856684461
412,4.1226,4,2.579728856684461
413,4.1326,4,2.579728856684461
414,4.1426,4,2.579728856684461
415,4.1526,4,2.579728856684461
416,4.162599999999999,4,2.579728856684461
417,4.1726,4,2.579728856684461
418,4.1826,4,2.579728856684461
419,4.1926,4,2.579728856684461
420,4.2026,4,2.579728856684461
421,4.2126,4,2.579728856684461
422,4.2226,4,2.579728856684461
423,4.2326,4,2.579728856684461
424,4.2425999999999995,4,2.579728856684461
425,4.2526,4,2.579728856684461
426,4.2626,4,2.579728856684461
427,4.2726,4,2.579728856684461
428,4.2826,4,2.579728856684461
429,4.2968,5,6.5570234102377345
430,4.3068,5,6.5570234102377345
431,4.3168,5,6.5570234102377345
432,4.3268,5,6.5570234102377345
433,4.3368,5,6.5570234102377345
434,4.3468,5,6.5570234102377345
435,4.3568,5,6.5570234102377345
436,4.3668000000000005,5,6.5570234102377345
437,4.3768,5,6.5570234102377345
438,4.3868,5,6.5570234102377345
439,4.3968,5,6.5570234102377345
440,4.4068000000000005,5,6.5570234102377345
441,4.4168,5,6.5570234102377345
442,4.4268,5,6.5570234102377345
443,4.4368,5,6.5570234102377345
444,4.4468000000000005,5,6.5570234102377345
445,4.4568,5,6.5570234102377345
446,4.4668,5,6.5570234102377345
447,4.4768,5,6.5570234102377345
448,4.486800000000001,5,6.5570234102377345
449,4.4968,5,6.5570234102377345
450,4.5068,5,6.5570234102377345
451,4.5168,5,6.5570234102377345
452,4.526800000000001,5,6.5570234102377345
453,4.5368,5,6.5570234102377345
454,4.5468,5,6.5570234102377345
455,4.5568,5,6.5570234102377345
456,4.566800000000001,5,6.5570234102377345
457,4.5768,5,6.5570234102377345
458,4.5868,5,6.5570234102377345
459,4.5968,5,6.5570234102377345
460,4.6068,5,6.5570234102377345
461,4.6168000000000005,5,6.5570234102377345
462,4.6268,5,6.5570234102377345
463,4.6368,5,6.5570234102377345
464,4.6468,5,6.5570234102377345
465,4.6568000000000005,5,6.5570234102377345
466,4.6668,5,6.5570234102377345
467,4.6768,5,6.5570234102377345
468,4.6868,5,6.5570234102377345
469,4.6968000000000005,5,6.5570234102377345
470,4.7068,5,6.5570234102377345
471,4.7168,5,6.5570234102377345
472,4.7268,5,6.5570234102377345
473,4.736800000000001,5,6.5570234102377345
474,4.7468,5,6.5570234102377345
475,4.7568,5,6.5570234102377345
476,4.7668,5,6.5570234102377345
477,4.7768,5,6.5570234102377345
478,4.7868,5,6.5570234102377345
479,4.7968,5,6.5570234102377345
480,4.8068,5,6.5570234102377345
481,4.816800000000001,5,6.5570234102377345
482,4.8268,5,6.5570234102377345
483,4.8368,5,6.5570234102377345
484,4.8468,5,6.5570234102377345
485,4.8568,5,6.5570234102377345
486,4.8668000000000005,5,6.5570234102377345
487,4.8768,5,6.5570234102377345
488,4.8868,5,6.5570234102377345
489,4.8968,5,6.5570234102377345
490,4.9068000000000005,5,6.5570234102377345
491,4.9168,5,6.5570234102377345
492,4.9268,5,6.5570234102377345
493,4.9368,5,6.5570234102377345
494,4.9468000000000005,5,6.5570234102377345
495,4.9568,5,6.5570234102377345
496,4.9668,5,6.5570234102377345
497,4.9768,5,6.5570234102377345
498,4.986800000000001,5,6.5570234102377345
499,4.9968,5,6.5570234102377345
500,5.0068,5,6.5570234102377345
501,5.0168,5,6.5570234102377345
502,5.0268,5,6.5570234102377345
503,5.0368,5,6.5570234102377345
504,5.0468,5,6.5570234102377345
505,5.0568,5,6.5570234102377345
506,5.066800000000001,5,6.5570234102377345
507,5.0768,5,6.5570234102377345
508,5.0868,5,6.5570234102377345
509,5.0968,5,6.5570234102377345
510,5.1068,5,6.5570234102377345
511,5.1168000000000005,5,6.5570234102377345
512,5.1268,5,6.5570234102377345
513,5.1368,5,6.5570234102377345
514,5.1468,5,6.5570234102377345
515,5.1568000000000005,5,6.5570234102377345
516,5.1668,5,6.5570234102377345
517,5.1768,5,6.5570234102377345
518,5.1868,5,6.5570234102377345
519,5.1968000000000005,5,6.5570234102377345
520,5.2068,5,6.5570234102377345
521,5.2168,5,6.5570234102377345
522,5.2268,5,6.5570234102377345
523,5.236800000000001,5,6.5570234102377345
